station_name,latitude,longitude,business_name,review_count,rating,categories,price,phone,distance,address
Prince Edward & 16th,49.256694,-123.096579,JJ Bean Coffee Roasters,,,Café,,,359,3010 Main St
Prince Edward & 16th,49.256694,-123.096579,Tisol,,,Pet Supplies Store,,,443,2949 Main St
Prince Edward & 16th,49.256694,-123.096579,The Gluten Free Epicurean,,,Bakery,,,454,633 15th Ave E
Prince Edward & 16th,49.256694,-123.096579,Matchstick Coffee,,,Café,,,465,639 15th Ave E
Prince Edward & 14th,49.258352,-123.096337,49th Parallel Coffee Roast,,,Coffee Shop,,,339,2902 Main St
Prince Edward & 14th,49.258352,-123.096337,Brewery Creek Cold Beer & Wine Store,,,Liquor Store,,,375,3045 Main St
Prince Edward & 14th,49.258352,-123.096337,Osteria Savio Volpe,,,Italian Restaurant,,,402,615 Kingsway
Prince Edward & 14th,49.258352,-123.096337,Tisol,,,Pet Supplies Store,,,398,2949 Main St
Prince Edward & 14th,49.258352,-123.096337,Los Cuervos Taqueria & Cantina,,,Mexican Restaurant,,,379,603 Kingsway
Prince Edward & 14th,49.258352,-123.096337,JJ Bean Coffee Roasters,,,Café,,,333,3010 Main St
Prince Edward & 14th,49.258352,-123.096337,The Gluten Free Epicurean,,,Bakery,,,445,633 15th Ave E
Prince Edward & 14th,49.258352,-123.096337,Toshi Sushi,,,Sushi Restaurant,,,440,181E 16th Ave E
Prince Edward & 14th,49.258352,-123.096337,Matchstick Coffee,,,Café,,,458,639 15th Ave E
Prince Edward & 14th,49.258352,-123.096337,Les Faux Bourgeois,,,French Restaurant,,,486,663 15th Ave E
13th & St George,49.258817,-123.092797,Osteria Savio Volpe,,,Italian Restaurant,,,203,615 Kingsway
13th & St George,49.258817,-123.092797,Los Cuervos Taqueria & Cantina,,,Mexican Restaurant,,,192,603 Kingsway
13th & St George,49.258817,-123.092797,The Gluten Free Epicurean,,,Bakery,,,239,633 15th Ave E
13th & St George,49.258817,-123.092797,Matchstick Coffee,,,Café,,,251,639 15th Ave E
13th & St George,49.258817,-123.092797,Les Faux Bourgeois,,,French Restaurant,,,273,663 15th Ave E
13th & St George,49.258817,-123.092797,BKH Jerky,,,Grocery Store,,,336,3201 Fraser St
13th & St George,49.258817,-123.092797,Sal y Limon,,,Sushi Restaurant,,,337,701 Kingsway
13th & St George,49.258817,-123.092797,Straight Outta Brooklyn NYC Pizzeria,,,Pizzeria,,,365,701 Kingsway
13th & St George,49.258817,-123.092797,Kim's Mart,,,Import and Export Service,,,425,511E Broadway E
13th & St George,49.258817,-123.092797,Dude Chilling Park,,,Public Art,,,570,400 E 8th Ave
10th & Fraser,49.26151,-123.089413,Fassil,,,Ethiopian Restaurant,,,112,736 Broadway W
10th & Fraser,49.26151,-123.089413,Kim's Mart,,,Import and Export Service,,,259,511E Broadway E
10th & Fraser,49.26151,-123.089413,Les Faux Bourgeois,,,French Restaurant,,,468,663 15th Ave E
10th & Fraser,49.26151,-123.089413,Matchstick Coffee,,,Café,,,472,639 15th Ave E
10th & Fraser,49.26151,-123.089413,Osteria Savio Volpe,,,Italian Restaurant,,,467,615 Kingsway
10th & Fraser,49.26151,-123.089413,The Gluten Free Epicurean,,,Bakery,,,469,633 15th Ave E
10th & Fraser,49.26151,-123.089413,Los Cuervos Taqueria & Cantina,,,Mexican Restaurant,,,478,603 Kingsway
10th & Fraser,49.26151,-123.089413,Dude Chilling Park,,,Public Art,,,532,400 E 8th Ave
10th & Fraser,49.26151,-123.089413,Sal y Limon,,,Sushi Restaurant,,,514,701 Kingsway
10th & Fraser,49.26151,-123.089413,BKH Jerky,,,Grocery Store,,,577,3201 Fraser St
8th & Fraser,49.263382,-123.088837,Fassil,,,Ethiopian Restaurant,,,128,736 Broadway W
8th & Fraser,49.263382,-123.088837,Kim's Mart,,,Import and Export Service,,,281,511E Broadway E
8th & Fraser,49.263382,-123.088837,Nemesis Coffee,,,Coffee Shop,,,494,555 Great Northern Way
8th & Fraser,49.263382,-123.088837,Dude Chilling Park,,,Public Art,,,527,400 E 8th Ave
8th & Fraser,49.263382,-123.088837,Sushiyama,,,Sushi Restaurant,,,608,371 Broadway E
8th & Fraser,49.263382,-123.088837,Les Faux Bourgeois,,,French Restaurant,,,679,663 15th Ave E
8th & Fraser,49.263382,-123.088837,Matchstick Coffee,,,Café,,,683,639 15th Ave E
8th & Fraser,49.263382,-123.088837,Osteria Savio Volpe,,,Italian Restaurant,,,679,615 Kingsway
8th & Fraser,49.263382,-123.088837,The Gluten Free Epicurean,,,Bakery,,,681,633 15th Ave E
8th & Fraser,49.263382,-123.088837,Los Cuervos Taqueria & Cantina,,,Mexican Restaurant,,,690,603 Kingsway
St Catherines & 10th,49.261353,-123.085333,Fassil,,,Ethiopian Restaurant,,,243,736 Broadway W
St Catherines & 10th,49.261353,-123.085333,Les Faux Bourgeois,,,French Restaurant,,,555,663 15th Ave E
St Catherines & 10th,49.261353,-123.085333,Matchstick Coffee,,,Café,,,573,639 15th Ave E
St Catherines & 10th,49.261353,-123.085333,The Gluten Free Epicurean,,,Bakery,,,577,633 15th Ave E
St Catherines & 10th,49.261353,-123.085333,Osteria Savio Volpe,,,Italian Restaurant,,,598,615 Kingsway
St Catherines & 10th,49.261353,-123.085333,Sal y Limon,,,Sushi Restaurant,,,571,701 Kingsway
St Catherines & 10th,49.261353,-123.085333,Kim's Mart,,,Import and Export Service,,,542,511E Broadway E
St Catherines & 10th,49.261353,-123.085333,Los Cuervos Taqueria & Cantina,,,Mexican Restaurant,,,618,603 Kingsway
St Catherines & 10th,49.261353,-123.085333,Straight Outta Brooklyn NYC Pizzeria,,,Pizzeria,,,597,701 Kingsway
St Catherines & 10th,49.261353,-123.085333,BKH Jerky,,,Grocery Store,,,658,3201 Fraser St
St Catherines & 7th,49.264466,-123.085183,Fassil,,,Ethiopian Restaurant,,,336,736 Broadway W
St Catherines & 7th,49.264466,-123.085183,Nemesis Coffee,,,Coffee Shop,,,611,555 Great Northern Way
St Catherines & 7th,49.264466,-123.085183,Kim's Mart,,,Import and Export Service,,,571,511E Broadway E
St Catherines & 7th,49.264466,-123.085183,Dude Chilling Park,,,Public Art,,,799,400 E 8th Ave
St Catherines & 7th,49.264466,-123.085183,Les Faux Bourgeois,,,French Restaurant,,,863,663 15th Ave E
St Catherines & 7th,49.264466,-123.085183,Matchstick Coffee,,,Café,,,876,639 15th Ave E
St Catherines & 7th,49.264466,-123.085183,The Gluten Free Epicurean,,,Bakery,,,877,633 15th Ave E
St Catherines & 7th,49.264466,-123.085183,Osteria Savio Volpe,,,Italian Restaurant,,,887,615 Kingsway
St Catherines & 7th,49.264466,-123.085183,Gorilla Surplus,,,Military,,,827,1458 Broadway E
St Catherines & 7th,49.264466,-123.085183,Sal y Limon,,,Sushi Restaurant,,,892,701 Kingsway
Pender & Victoria,49.280197,-123.065859,A. Bosa and Company Ltd. Import Euro,,,Deli,,,89,562 Victoria Dr
Pender & Victoria,49.280197,-123.065859,Pallet Coffee Roasters,,,Coffee Shop,,,226,323 Semlin Dr
Pender & Victoria,49.280197,-123.065859,Pepino's,,,Italian Restaurant,,,379,631 Commercial Dr
Pender & Victoria,49.280197,-123.065859,Storm Brewing Ltd,,,Brewery,,,372,310 Commercial Dr
Pender & Victoria,49.280197,-123.065859,Parallel 49 Brewing Co,,,Brewery,,,413,1950 Triumph St
Pender & Victoria,49.280197,-123.065859,Mr. Red Cafe,,,Fast Food Restaurant,,,501,2234 Hastings St E
Pender & Victoria,49.280197,-123.065859,The Downlow Chicken Shack,,,Fried Chicken Joint,,,510,905 Commercial Dr
Pender & Victoria,49.280197,-123.065859,Odd Society Spirits,,,Bar,,,523,1725 Powell St
Pender & Victoria,49.280197,-123.065859,The Pie Shoppe,,,Bakery,,,519,1875 Powell St
Pender & Victoria,49.280197,-123.065859,Kin Kao Thai Kitchen,,,Thai Restaurant,,,514,903 Commercial Dr
Victoria & 4th,49.266725,-123.065925,Kishimoto Japanese Kitchen + Sushi Bar,,,Sushi Restaurant,,,261,2054 Commercial Dr
Victoria & 4th,49.266725,-123.065925,Elephant Garden Creamery,,,Ice Cream Parlor,,,260,2080 Commercial Dr
Victoria & 4th,49.266725,-123.065925,Siddharthas Indian Kitchen,,,Indian Restaurant,,,261,2066 Commercial Dr
Victoria & 4th,49.266725,-123.065925,Prado Cafe,,,Café,,,264,1938 Commercial Dr
Victoria & 4th,49.266725,-123.065925,La Grotta Del Formaggio,,,Deli,,,367,1791 Commercial Dr
Victoria & 4th,49.266725,-123.065925,Jamjar,,,Lebanese Restaurant,,,362,2280 Commercial Dr at E 7th Ave
Victoria & 4th,49.266725,-123.065925,Grandview Lanes,,,Bowling Alley,,,315,2195 Commercial Dr
Victoria & 4th,49.266725,-123.065925,Fratelli Bakery,,,Bakery,,,371,1795 Commercial Dr
Victoria & 4th,49.266725,-123.065925,Jj Bean House of Coffee,,,Coffee Shop,,,328,2206 Commercial Dr
Victoria & 4th,49.266725,-123.065925,Harambee Ethiopian Restaurant,,,Ethiopian Restaurant,,,320,2149 Commercial Dr
Victoria & 10th,49.261188,-123.066009,Rio Theatre,,,Movie Theater,,,329,1660 Broadway E
Victoria & 10th,49.261188,-123.066009,The Burrow,,,Tex-Mex Restaurant,,,333,2781 Commercial Dr
Victoria & 10th,49.261188,-123.066009,St. Augustine's,,,Sports Bar,,,385,2360 Commercial Dr
Victoria & 10th,49.261188,-123.066009,Jamjar,,,Lebanese Restaurant,,,441,2280 Commercial Dr at E 7th Ave
Victoria & 10th,49.261188,-123.066009,Trout Lake Farmers Market,,,Farmers Market,,,467,3350 Victoria Dr
Victoria & 10th,49.261188,-123.066009,Seasons Bakery,,,Bakery,,,394,2879 Commercial Dr
Victoria & 10th,49.261188,-123.066009,Jj Bean House of Coffee,,,Coffee Shop,,,498,2206 Commercial Dr
Victoria & 10th,49.261188,-123.066009,Grandview Lanes,,,Bowling Alley,,,536,2195 Commercial Dr
Victoria & 10th,49.261188,-123.066009,Elephant Garden Creamery,,,Ice Cream Parlor,,,602,2080 Commercial Dr
Victoria & 10th,49.261188,-123.066009,Harambee Ethiopian Restaurant,,,Ethiopian Restaurant,,,555,2149 Commercial Dr
15th & Victoria (Trout Lake),49.256857,-123.065646,Trout Lake Farmers Market,,,Farmers Market,,,315,3350 Victoria Dr
15th & Victoria (Trout Lake),49.256857,-123.065646,The Burrow,,,Tex-Mex Restaurant,,,444,2781 Commercial Dr
15th & Victoria (Trout Lake),49.256857,-123.065646,Seasons Bakery,,,Bakery,,,398,2879 Commercial Dr
15th & Victoria (Trout Lake),49.256857,-123.065646,Commercial Street Cafe,,,Café,,,509,3599 Commercial St
15th & Victoria (Trout Lake),49.256857,-123.065646,Rio Theatre,,,Movie Theater,,,670,1660 Broadway E
15th & Victoria (Trout Lake),49.256857,-123.065646,Lakeview Care Centre,,,Hospital,,,349,3490 Porter St
15th & Victoria (Trout Lake),49.256857,-123.065646,Clark Park,,,Park,,,558,1500 E 14th Ave
15th & Victoria (Trout Lake),49.256857,-123.065646,St. Joseph's Elementary School,,,Primary and Secondary School,,,443,Church St
15th & Victoria (Trout Lake),49.256857,-123.065646,St. Augustine's,,,Sports Bar,,,819,2360 Commercial Dr
15th & Victoria (Trout Lake),49.256857,-123.065646,St Joseph's Parish School,,,Elementary School,,,447,3261 Fleming St
Triumph & Victoria,49.283986,-123.065264,Parallel 49 Brewing Co,,,Brewery,,,65,1950 Triumph St
Triumph & Victoria,49.283986,-123.065264,The Pie Shoppe,,,Bakery,,,113,1875 Powell St
Triumph & Victoria,49.283986,-123.065264,Pallet Coffee Roasters,,,Coffee Shop,,,262,323 Semlin Dr
Triumph & Victoria,49.283986,-123.065264,Odd Society Spirits,,,Bar,,,317,1725 Powell St
Triumph & Victoria,49.283986,-123.065264,Storm Brewing Ltd,,,Brewery,,,417,310 Commercial Dr
Triumph & Victoria,49.283986,-123.065264,A. Bosa and Company Ltd. Import Euro,,,Deli,,,504,562 Victoria Dr
Triumph & Victoria,49.283986,-123.065264,Mr. Red Cafe,,,Fast Food Restaurant,,,557,2234 Hastings St E
Triumph & Victoria,49.283986,-123.065264,Jackalope's Neighbourhood Dive,,,Southern Food Restaurant,,,549,2257 Hastings St E
Triumph & Victoria,49.283986,-123.065264,Tacofino Commissary,,,Mexican Restaurant,,,640,2327E Hastings St E
Triumph & Victoria,49.283986,-123.065264,Platform 7 Coffee,,,Café,,,646,2331E Hastings St E
Windsor & 14th,49.257985,-123.083366,Tina Cake Desserts,,,"Cafe, Coffee, and Tea House",,,407,888 Kingsway
Windsor & 14th,49.257985,-123.083366,Les Faux Bourgeois,,,French Restaurant,,,474,663 15th Ave E
Windsor & 14th,49.257985,-123.083366,Sal y Limon,,,Sushi Restaurant,,,442,701 Kingsway
Windsor & 14th,49.257985,-123.083366,Matchstick Coffee,,,Café,,,503,639 15th Ave E
Windsor & 14th,49.257985,-123.083366,Straight Outta Brooklyn NYC Pizzeria,,,Pizzeria,,,445,701 Kingsway
Windsor & 14th,49.257985,-123.083366,The Gluten Free Epicurean,,,Bakery,,,514,633 15th Ave E
Windsor & 14th,49.257985,-123.083366,BKH Jerky,,,Grocery Store,,,524,3201 Fraser St
Windsor & 14th,49.257985,-123.083366,Osteria Savio Volpe,,,Italian Restaurant,,,554,615 Kingsway
Windsor & 14th,49.257985,-123.083366,Los Cuervos Taqueria & Cantina,,,Mexican Restaurant,,,580,603 Kingsway
Windsor & 14th,49.257985,-123.083366,Fassil,,,Ethiopian Restaurant,,,599,736 Broadway W
14th & Fraser,49.257939,-123.089531,Les Faux Bourgeois,,,French Restaurant,,,73,663 15th Ave E
14th & Fraser,49.257939,-123.089531,Matchstick Coffee,,,Café,,,87,639 15th Ave E
14th & Fraser,49.257939,-123.089531,The Gluten Free Epicurean,,,Bakery,,,91,633 15th Ave E
14th & Fraser,49.257939,-123.089531,Osteria Savio Volpe,,,Italian Restaurant,,,118,615 Kingsway
14th & Fraser,49.257939,-123.089531,Sal y Limon,,,Sushi Restaurant,,,120,701 Kingsway
14th & Fraser,49.257939,-123.089531,Los Cuervos Taqueria & Cantina,,,Mexican Restaurant,,,143,603 Kingsway
14th & Fraser,49.257939,-123.089531,Straight Outta Brooklyn NYC Pizzeria,,,Pizzeria,,,154,701 Kingsway
14th & Fraser,49.257939,-123.089531,BKH Jerky,,,Grocery Store,,,184,3201 Fraser St
14th & Fraser,49.257939,-123.089531,Tina Cake Desserts,,,"Cafe, Coffee, and Tea House",,,432,888 Kingsway
14th & Fraser,49.257939,-123.089531,Fassil,,,Ethiopian Restaurant,,,488,736 Broadway W
15th & Knight,49.256496,-123.075426,Seasons Bakery,,,Bakery,,,465,2879 Commercial Dr
15th & Knight,49.256496,-123.075426,The Burrow,,,Tex-Mex Restaurant,,,530,2781 Commercial Dr
15th & Knight,49.256496,-123.075426,Sun Bo Kong,,,Vegan and Vegetarian Restaurant,,,639,1363 Kingsway
15th & Knight,49.256496,-123.075426,Commercial Street Cafe,,,Café,,,676,3599 Commercial St
15th & Knight,49.256496,-123.075426,House of Dosas,,,Diner,,,674,1391 Kingsway
15th & Knight,49.256496,-123.075426,Gorilla Surplus,,,Military,,,633,1458 Broadway E
15th & Knight,49.256496,-123.075426,Rio Theatre,,,Movie Theater,,,718,1660 Broadway E
15th & Knight,49.256496,-123.075426,Do Chay,,,Vegan and Vegetarian Restaurant,,,713,1392 Kingsway
15th & Knight,49.256496,-123.075426,Pallet Coffee Roasters Cafe,,,Café,,,724,1398 Kingsway
15th & Knight,49.256496,-123.075426,Tina Cake Desserts,,,"Cafe, Coffee, and Tea House",,,795,888 Kingsway
Commercial & Pandora,49.283236,-123.070443,Odd Society Spirits,,,Bar,,,123,1725 Powell St
Commercial & Pandora,49.283236,-123.070443,Storm Brewing Ltd,,,Brewery,,,136,310 Commercial Dr
Commercial & Pandora,49.283236,-123.070443,The Pie Shoppe,,,Bakery,,,367,1875 Powell St
Commercial & Pandora,49.283236,-123.070443,Callister Brewing Co,,,Bar,,,435,1338 Franklin St
Commercial & Pandora,49.283236,-123.070443,Parallel 49 Brewing Co,,,Brewery,,,442,1950 Triumph St
Commercial & Pandora,49.283236,-123.070443,The Gourmet Warehouse,,,Gourmet Store,,,483,1340 Hastings St E
Commercial & Pandora,49.283236,-123.070443,Pepino's,,,Italian Restaurant,,,492,631 Commercial Dr
Commercial & Pandora,49.283236,-123.070443,Pallet Coffee Roasters,,,Coffee Shop,,,500,323 Semlin Dr
Commercial & Pandora,49.283236,-123.070443,TimberTrain,,,Coffee Shop,,,476,551 McLean Dr
Commercial & Pandora,49.283236,-123.070443,Earnest Ice Cream,,,Ice Cream Parlor,,,505,1485 Frances St
Carolina & Great Northern Way,49.267266,-123.090786,Nemesis Coffee,,,Coffee Shop,,,133,555 Great Northern Way
Carolina & Great Northern Way,49.267266,-123.090786,Beta5 Chocolates,,,Chocolate Store,,,468,413 Industrial Ave
Carolina & Great Northern Way,49.267266,-123.090786,Red Truck Beer,,,Brewery,,,492,295 1st Ave E
Carolina & Great Northern Way,49.267266,-123.090786,Dude Chilling Park,,,Public Art,,,571,400 E 8th Ave
Carolina & Great Northern Way,49.267266,-123.090786,Kim's Mart,,,Import and Export Service,,,529,511E Broadway E
Carolina & Great Northern Way,49.267266,-123.090786,Fassil,,,Ethiopian Restaurant,,,582,736 Broadway W
Carolina & Great Northern Way,49.267266,-123.090786,Starbucks,,,Coffee Shop,,,480,753 Terminal Ave
Carolina & Great Northern Way,49.267266,-123.090786,Main Street Brewing Co,,,Brewery,,,672,261 7th Ave E
Carolina & Great Northern Way,49.267266,-123.090786,Sushiyama,,,Sushi Restaurant,,,666,371 Broadway E
Carolina & Great Northern Way,49.267266,-123.090786,Brassneck Brewery,,,Bar,,,730,2148 Main St
6th & Prince Edward,49.265242,-123.095577,Dude Chilling Park,,,Public Art,,,200,400 E 8th Ave
6th & Prince Edward,49.265242,-123.095577,Main Street Brewing Co,,,Brewery,,,269,261 7th Ave E
6th & Prince Edward,49.265242,-123.095577,Nemesis Coffee,,,Coffee Shop,,,297,555 Great Northern Way
6th & Prince Edward,49.265242,-123.095577,Sushiyama,,,Sushi Restaurant,,,278,371 Broadway E
6th & Prince Edward,49.265242,-123.095577,La Petite Cuillere,,,Tea Room,,,357,55 Kingsway
6th & Prince Edward,49.265242,-123.095577,Brassneck Brewery,,,Bar,,,370,2148 Main St
6th & Prince Edward,49.265242,-123.095577,Cartems Donuterie,,,Bagel Shop,,,366,2152 Main Mall
6th & Prince Edward,49.265242,-123.095577,Pulpfiction Books,,,Bookstore,,,418,2422 Main St
6th & Prince Edward,49.265242,-123.095577,Hime Japanese Restaurant,,,Sushi Restaurant,,,341,315 Broadway E
6th & Prince Edward,49.265242,-123.095577,Kim's Mart,,,Import and Export Service,,,362,511E Broadway E
6th & Carolina,49.265213,-123.090785,Nemesis Coffee,,,Coffee Shop,,,246,555 Great Northern Way
6th & Carolina,49.265213,-123.090785,Kim's Mart,,,Import and Export Service,,,313,511E Broadway E
6th & Carolina,49.265213,-123.090785,Dude Chilling Park,,,Public Art,,,431,400 E 8th Ave
6th & Carolina,49.265213,-123.090785,Fassil,,,Ethiopian Restaurant,,,370,736 Broadway W
6th & Carolina,49.265213,-123.090785,Sushiyama,,,Sushi Restaurant,,,527,371 Broadway E
6th & Carolina,49.265213,-123.090785,Beta5 Chocolates,,,Chocolate Store,,,636,413 Industrial Ave
6th & Carolina,49.265213,-123.090785,Red Truck Beer,,,Brewery,,,601,295 1st Ave E
6th & Carolina,49.265213,-123.090785,Main Street Brewing Co,,,Brewery,,,613,261 7th Ave E
6th & Carolina,49.265213,-123.090785,La Petite Cuillere,,,Tea Room,,,676,55 Kingsway
6th & Carolina,49.265213,-123.090785,Brassneck Brewery,,,Bar,,,715,2148 Main St
Stanley Park - Third Beach Parking Lot,49.302577,-123.155616,Third Beach,,,Beach,,,113,7000 Stanley Park Dr
Stanley Park - Third Beach Parking Lot,49.302577,-123.155616,Teahouse in Stanley Park,,,Diner,,,183,7501 Stanley Park Dr
Stanley Park - Third Beach Parking Lot,49.302577,-123.155616,Ferguson Point,,,Scenic Lookout,,,223,Stanley Park Dr
Stanley Park - Third Beach Parking Lot,49.302577,-123.155616,3rd Beach,,,Fast Food Restaurant,,,50,In Stanley Pk
Stanley Park - Third Beach Parking Lot,49.302577,-123.155616,Pauline Johnson Monument,,,Public Art,,,128,
Stanley Park - Third Beach Parking Lot,49.302577,-123.155616,Siwash Rock,,,Restaurant,,,681,
Stanley Park - Third Beach Parking Lot,49.302577,-123.155616,Lovers Trail,,,Hiking Trail,,,355,
Stanley Park - Third Beach Parking Lot,49.302577,-123.155616,The Hollow Tree,,,Landmarks and Outdoors,,,502,Stanley Park Dr
Stanley Park - Third Beach Parking Lot,49.302577,-123.155616,Second Beach,,,Beach,,,848,8501 Stanley Park Dr
Stanley Park - Third Beach Parking Lot,49.302577,-123.155616,Second Beach Pool,,,Swimming Pool,,,857,8501 Stanley Park Dr
Union & Dunlevy,49.277595,-123.09583,Harvest Community Foods,,,Gourmet Store,,,162,243 Union St
Union & Dunlevy,49.277595,-123.09583,Phnom Penh,,,Cambodian Restaurant,,,200,244 E. Georgia St
Union & Dunlevy,49.277595,-123.09583,The Union,,,Organization,,,221,219 Union St
Union & Dunlevy,49.277595,-123.09583,Oyster Express,,,Seafood Restaurant,,,220,296 Keefer St
Union & Dunlevy,49.277595,-123.09583,Treasure Green Tea Co,,,Coffee Shop,,,228,227E Georgia St E
Union & Dunlevy,49.277595,-123.09583,Finch's Market,,,Coffee Shop,,,211,501 Georgia St E
Union & Dunlevy,49.277595,-123.09583,Matchstick Coffee Roasters,,,Café,,,282,213 Georgia St E
Union & Dunlevy,49.277595,-123.09583,Pizzeria Farina,,,Pizzeria,,,332,915 Main St
Union & Dunlevy,49.277595,-123.09583,The Ramen Butcher,,,Chinese Restaurant,,,244,223 Georgia St E
Union & Dunlevy,49.277595,-123.09583,The Boxcar,,,Arts and Entertainment,,,341,917 Main St
Keefer & Hawks,49.279235,-123.087528,Strathcona Beer Co,,,Bar,,,299,895 Hastings St E
Keefer & Hawks,49.279235,-123.087528,Finch's Market,,,Coffee Shop,,,427,501 Georgia St E
Keefer & Hawks,49.279235,-123.087528,La Casa Gelato,,,Ice Cream Parlor,,,496,1033 Venables St
Keefer & Hawks,49.279235,-123.087528,Dosanko,,,Japanese Restaurant,,,511,566 Powell St
Keefer & Hawks,49.279235,-123.087528,Pink Pearl Chinese Seafood Restaurant,,,Fish and Chips Shop,,,543,1132 Hastings St E
Keefer & Hawks,49.279235,-123.087528,The Mackenzie Room,,,Restaurant,,,705,415 Powell St
Keefer & Hawks,49.279235,-123.087528,Oyster Express,,,Seafood Restaurant,,,713,296 Keefer St
Keefer & Hawks,49.279235,-123.087528,Phnom Penh,,,Cambodian Restaurant,,,778,244 E. Georgia St
Keefer & Hawks,49.279235,-123.087528,Kissa Tanto,,,Italian Restaurant,,,782,263 Pender St E
Keefer & Hawks,49.279235,-123.087528,Superflux Beer Co,,,Brewery,,,746,505 Clark Dr
Hawks & Union,49.277333,-123.087359,La Casa Gelato,,,Ice Cream Parlor,,,419,1033 Venables St
Hawks & Union,49.277333,-123.087359,Strathcona Beer Co,,,Bar,,,481,895 Hastings St E
Hawks & Union,49.277333,-123.087359,Finch's Market,,,Coffee Shop,,,454,501 Georgia St E
Hawks & Union,49.277333,-123.087359,Pink Pearl Chinese Seafood Restaurant,,,Fish and Chips Shop,,,628,1132 Hastings St E
Hawks & Union,49.277333,-123.087359,Dosanko,,,Japanese Restaurant,,,692,566 Powell St
Hawks & Union,49.277333,-123.087359,Fujiya Japanese Foods,,,Fish and Chips Shop,,,754,912 Clark Dr
Hawks & Union,49.277333,-123.087359,Phnom Penh,,,Cambodian Restaurant,,,797,244 E. Georgia St
Hawks & Union,49.277333,-123.087359,Oyster Express,,,Seafood Restaurant,,,758,296 Keefer St
Hawks & Union,49.277333,-123.087359,Harvest Community Foods,,,Gourmet Store,,,776,243 Union St
Hawks & Union,49.277333,-123.087359,The Mackenzie Room,,,Restaurant,,,863,415 Powell St
Charles & Commercial,49.273103,-123.069892,Turk's on the Drive,,,Coffee Shop,,,20,1276 Commercial Dr
Charles & Commercial,49.273103,-123.069892,Grandview Park,,,Park,,,63,1657 Charles St
Charles & Commercial,49.273103,-123.069892,Havana,,,Cuban Restaurant,,,78,1212 Commercial Dr
Charles & Commercial,49.273103,-123.069892,Biercraft,,,Arts and Entertainment,,,108,1191 Commercial Dr
Charles & Commercial,49.273103,-123.069892,Tandoori Palace,,,Indian Restaurant,,,159,1439 Commercial Dr
Charles & Commercial,49.273103,-123.069892,Ginger Sushi,,,Coffee Shop,,,159,1437 Commercial Dr
Charles & Commercial,49.273103,-123.069892,Marcello Ristorante & Pizzeria,,,Pizzeria,,,125,1404 Commercial Dr
Charles & Commercial,49.273103,-123.069892,The Lunch Lady,,,Vietnamese Restaurant,,,212,1046 Commercial Dr
Charles & Commercial,49.273103,-123.069892,Sopra Sotto,,,Pizzeria,,,228,1510 Commercial Dr
Charles & Commercial,49.273103,-123.069892,Via Tevere Pizzeria,,,Pizzeria,,,328,1190 Victoria Dr
10th & Kingsway,49.261973,-123.09725,Sushiyama,,,Sushi Restaurant,,,110,371 Broadway E
10th & Kingsway,49.261973,-123.09725,Dude Chilling Park,,,Public Art,,,186,400 E 8th Ave
10th & Kingsway,49.261973,-123.09725,Hime Japanese Restaurant,,,Sushi Restaurant,,,154,315 Broadway E
10th & Kingsway,49.261973,-123.09725,La Petite Cuillere,,,Tea Room,,,252,55 Kingsway
10th & Kingsway,49.261973,-123.09725,The Cascade Room,,,Lounge,,,254,2616 Main St
10th & Kingsway,49.261973,-123.09725,Pulpfiction Books,,,Bookstore,,,307,2422 Main St
10th & Kingsway,49.261973,-123.09725,Main Street Brewing Co,,,Brewery,,,339,261 7th Ave E
10th & Kingsway,49.261973,-123.09725,Gene Coffeebar,,,Coffee Shop,,,315,2404 Main St
10th & Kingsway,49.261973,-123.09725,49th Parallel Coffee Roast,,,Coffee Shop,,,406,2902 Main St
10th & Kingsway,49.261973,-123.09725,Fox Cabaret,,,Movie Theater,,,386,2321 Main St
Beach & Hornby,49.275295,-123.132585,Sushi Osaka,,,Sushi Restaurant,,,264,1361 Burrard St
Beach & Hornby,49.275295,-123.132585,False Creek Seawall,,,Hiking Trail,,,293,1689 Johnston St
Beach & Hornby,49.275295,-123.132585,Granville Island Public Market,,,Farmers Market,,,368,1689 Johnston St
Beach & Hornby,49.275295,-123.132585,A Bread Affair,,,Bakery,,,394,1680 Johnston St
Beach & Hornby,49.275295,-123.132585,George Wainborn Park,,,Playground,,,399,450 Beach Cres
Beach & Hornby,49.275295,-123.132585,The Sandbar Seafood Restaurant,,,Lounge,,,366,1535 Johnston St
Beach & Hornby,49.275295,-123.132585,Paper-Ya,,,Stationery Store,,,445,1666 Johnston St
Beach & Hornby,49.275295,-123.132585,Granville Island Publishing,,,Publisher,,,449,1656 Duranleau St
Beach & Hornby,49.275295,-123.132585,Matchstick Coffee Roasters,,,Café,,,470,1328 Richards St
Beach & Hornby,49.275295,-123.132585,Firecrust,,,Pizzeria,,,463,808 Davie St
Burrard Station (Melville & Dunsmuir),49.285871,-123.12105,49th Parallel Café & Lucky's Doughnuts - THURLOW,,,Dining and Drinking,,,138,689 Thurlow St
Burrard Station (Melville & Dunsmuir),49.285871,-123.12105,Thierry,,,Dessert Shop,,,169,1059 Alberni St
Burrard Station (Melville & Dunsmuir),49.285871,-123.12105,Koffie,,,Café,,,169,1050 Pender St W
Burrard Station (Melville & Dunsmuir),49.285871,-123.12105,Cactus Club Cafe Bentall 5,,,American Restaurant,,,164,588 Burrard St
