station_name,latitude,longitude,business_name,review_count,rating,categories,price,phone,distance,address,source
David Lam Park,49.270905,-123.126006,Cioppino's Mediterranean Grill,206.0,4.2,"Mediterranean, Italian",$$$$,16046887466.0,597.447446655626,1133 Hamilton Street,Yelp
David Lam Park,49.270905,-123.126006,Sushi Jin,144.0,4.6,"Japanese, Sushi Bars",$$$,16045598834.0,977.528622148682,750 Nelson Street,Yelp
David Lam Park,49.270905,-123.126006,Elisa,220.0,4.2,Steakhouses,$$$$,16043625443.0,654.5838739085399,1109 Hamilton Street,Yelp
David Lam Park,49.270905,-123.126006,Linh Cafe,330.0,3.9,"Vietnamese, French",$$,16045649668.0,495.3349455024487,1428 Granville Street,Yelp
David Lam Park,49.270905,-123.126006,Kaide Sushi,241.0,4.3,Sushi Bars,$$,16046815886.0,379.5655758355961,1375 Richards Street,Yelp
David Lam Park,49.270905,-123.126006,Salmon n' Bannock,221.0,4.5,Canadian (New),$$,16045688971.0,894.1348416427835,1128 W Broadway,Yelp
David Lam Park,49.270905,-123.126006,Brix & Mortar,328.0,4.0,"Wine Bars, Canadian (New), Venues & Event Spaces",$$$,16049159463.0,603.5264463179586,1137 Hamilton Street,Yelp
David Lam Park,49.270905,-123.126006,The Mexican Antojitos Y Cantina,414.0,4.3,Mexican,$$,16045690955.0,887.8968234935294,1049 Granville Street,Yelp
David Lam Park,49.270905,-123.126006,Tutto,62.0,4.3,"Italian, Bars",$$$,16046338868.0,985.1477009496008,901 Homer St,Yelp
David Lam Park,49.270905,-123.126006,Moltaqa Moroccan Restaurant,155.0,4.2,"Mediterranean, Moroccan",$$,16048411182.0,794.3298930402595,1002 Mainland,Yelp
Beach & Seymour,49.273568,-123.129935,Linh Cafe,330.0,3.9,"Vietnamese, French",$$,16045649668.0,132.80616400607593,1428 Granville Street,Yelp
Beach & Seymour,49.273568,-123.129935,Ancora Waterfront Dining and Patio,231.0,4.1,"Seafood, Japanese, Peruvian",$$$$,16046811164.0,194.3304825321368,1600 Howe Street,Yelp
Beach & Seymour,49.273568,-123.129935,The Flying Pig,1339.0,4.0,"Canadian (New), Seafood",$$,16045681344.0,595.7808617981533,1168 Hamilton Street,Yelp
Beach & Seymour,49.273568,-123.129935,Blue Water Cafe,1108.0,4.4,Seafood,$$$$,16046888078.0,703.588870001364,1095 Hamilton St,Yelp
Beach & Seymour,49.273568,-123.129935,Chang'An,78.0,3.4,Chinese,$$$,16046811313.0,201.22016171204493,1661 Granville Street,Yelp
Beach & Seymour,49.273568,-123.129935,Kaide Sushi,241.0,4.3,Sushi Bars,$$,16046815886.0,223.3511766967612,1375 Richards Street,Yelp
Beach & Seymour,49.273568,-123.129935,Rodney's Oyster House,851.0,4.0,Seafood,$$,16046090080.0,496.2174087989798,1228 Hamilton Street,Yelp
Beach & Seymour,49.273568,-123.129935,Robba da Matti,516.0,4.2,"Italian, Tapas Bars",$$,16045581174.0,684.661487282293,1127 Mainland Street,Yelp
Beach & Seymour,49.273568,-123.129935,Sushi Jin,144.0,4.6,"Japanese, Sushi Bars",$$$,16045598834.0,802.34505745837,750 Nelson Street,Yelp
Beach & Seymour,49.273568,-123.129935,Lupo,459.0,4.3,Italian,$$$,16045692535.0,1049.982666500177,869 Hamilton Street,Yelp
Beach & Seymour,49.273568,-123.129935,Giardino,128.0,3.9,Italian,$$$,16046692422.0,380.812809479844,1328 Hornby Street,Yelp
Beach & Seymour,49.273568,-123.129935,Tasty Indian Bistro,236.0,4.1,Indian,$$,16044233300.0,440.786658437732,1261 Hamilton Street,Yelp
Beach & Seymour,49.273568,-123.129935,Autostrada,18.0,3.9,"Wine Bars, Italian",,16042589988.0,119.03680389644268,1481 Continental Street,Yelp
Beach & Seymour,49.273568,-123.129935,Minami,784.0,4.2,"Japanese, Sushi Bars",$$$,16046858080.0,688.1021921816595,1118 Mainland Street,Yelp
Beach & Seymour,49.273568,-123.129935,OEB Breakfast Co. - Yaletown,863.0,4.3,Breakfast & Brunch,$$,16044233447.0,774.1962357440622,1137 Marinaside Crescent,Yelp
Beach & Seymour,49.273568,-123.129935,Le Crocodile Restaurant,451.0,4.3,French,$$$$,16046694298.0,1054.919184232956,909 Burrard Street,Yelp
Beach & Seymour,49.273568,-123.129935,Elisa,220.0,4.2,Steakhouses,$$$$,16043625443.0,673.0455323020833,1109 Hamilton Street,Yelp
Beach & Seymour,49.273568,-123.129935,Cioppino's Mediterranean Grill,206.0,4.2,"Mediterranean, Italian",$$$$,16046887466.0,629.3063842880358,1133 Hamilton Street,Yelp
Beach & Seymour,49.273568,-123.129935,The Mexican Antojitos Y Cantina,414.0,4.3,Mexican,$$,16045690955.0,721.0923378538228,1049 Granville Street,Yelp
Beach & Seymour,49.273568,-123.129935,Parker Rooftop,17.0,4.6,"Desserts, Mexican, Cocktail Bars",,16046966951.0,289.2257911395337,1379 Howe Street,Yelp
Richards & Helmcken,49.277141,-123.122589,Blue Water Cafe,1108.0,4.4,Seafood,$$$$,16046888078.0,147.3700509658384,1095 Hamilton St,Yelp
Richards & Helmcken,49.277141,-123.122589,The Flying Pig,1339.0,4.0,"Canadian (New), Seafood",$$,16045681344.0,237.1211793288529,1168 Hamilton Street,Yelp
Richards & Helmcken,49.277141,-123.122589,Robba da Matti,516.0,4.2,"Italian, Tapas Bars",$$,16045581174.0,234.92570260496677,1127 Mainland Street,Yelp
Richards & Helmcken,49.277141,-123.122589,Brix & Mortar,328.0,4.0,"Wine Bars, Canadian (New), Venues & Event Spaces",$$$,16049159463.0,174.5102095211826,1137 Hamilton Street,Yelp
Richards & Helmcken,49.277141,-123.122589,Cioppino's Mediterranean Grill,206.0,4.2,"Mediterranean, Italian",$$$$,16046887466.0,189.03694205741343,1133 Hamilton Street,Yelp
Richards & Helmcken,49.277141,-123.122589,Minami,784.0,4.2,"Japanese, Sushi Bars",$$$,16046858080.0,245.29749939500337,1118 Mainland Street,Yelp
Richards & Helmcken,49.277141,-123.122589,Elisa,220.0,4.2,Steakhouses,$$$$,16043625443.0,154.69726362530918,1109 Hamilton Street,Yelp
Richards & Helmcken,49.277141,-123.122589,Sushi Jin,144.0,4.6,"Japanese, Sushi Bars",$$$,16045598834.0,285.4089951921736,750 Nelson Street,Yelp
Richards & Helmcken,49.277141,-123.122589,The Mexican Antojitos Y Cantina,414.0,4.3,Mexican,$$,16045690955.0,210.6984235229794,1049 Granville Street,Yelp
Richards & Helmcken,49.277141,-123.122589,Rodney's Oyster House,851.0,4.0,Seafood,$$,16046090080.0,315.6621942598913,1228 Hamilton Street,Yelp
Richards & Helmcken,49.277141,-123.122589,The Parlour,470.0,3.9,"Pizza, Lounges, Tapas/Small Plates",$$,16045683322.0,175.1210806962159,1011 Hamilton Street,Yelp
Richards & Helmcken,49.277141,-123.122589,Nero Waffles,544.0,4.4,"Waffles, Coffee & Tea",$$,16044289177.0,139.47743927579094,1002 Seymour Street,Yelp
Richards & Helmcken,49.277141,-123.122589,Tutto,62.0,4.3,"Italian, Bars",$$$,16046338868.0,303.98848968620064,901 Homer St,Yelp
Richards & Helmcken,49.277141,-123.122589,Manoush'eh,250.0,4.8,"Lebanese, Mediterranean, Halal",$,16044404402.0,231.7240601067546,620 Davie Street,Yelp
Richards & Helmcken,49.277141,-123.122589,The Greek By Anatoli,264.0,3.8,Greek,$$,16049790700.0,221.911423182386,1043 Mainland Street,Yelp
Richards & Helmcken,49.277141,-123.122589,Lupo,459.0,4.3,Italian,$$$,16045692535.0,399.9700564198516,869 Hamilton Street,Yelp
Richards & Helmcken,49.277141,-123.122589,The Pawn Shop YVR,166.0,4.2,"Desserts, Bars, Mexican",$$,16046877474.0,222.1122142881445,1117 Granville Street,Yelp
Richards & Helmcken,49.277141,-123.122589,Moltaqa Moroccan Restaurant,155.0,4.2,"Mediterranean, Moroccan",$$,16048411182.0,267.7311940382439,1002 Mainland,Yelp
Richards & Helmcken,49.277141,-123.122589,Yaletown Brewing Company,476.0,3.3,"American, Brewpubs",$$,16046812739.0,207.23763341759727,1111 Mainland Street,Yelp
Richards & Helmcken,49.277141,-123.122589,WestOak,265.0,3.5,"Seafood, Lounges, Steakhouses",$$$,16046298808.0,235.0325500018909,1035 Mainland Street,Yelp
Burrard & 4th,49.267859,-123.145782,Fable Kitchen,779.0,4.3,Canadian (New),$$,16047321322.0,235.01206771373043,1944 W 4th Avenue,Yelp
Burrard & 4th,49.267859,-123.145782,Chi Vegan,214.0,3.9,Vietnamese,$$,16043363010.0,229.50545730921831,1935 W 4th Avenue,Yelp
Burrard & 4th,49.267859,-123.145782,Novo Italian,164.0,3.9,"Wine Bars, Pizza, Italian",$$,16047362220.0,140.46373739030844,2118 Burrard Street,Yelp
Burrard & 4th,49.267859,-123.145782,Ramen Danbo,463.0,4.2,"Ramen, Noodles",$$,,64.90514255341523,1833 W 4th Avenue,Yelp
Burrard & 4th,49.267859,-123.145782,Maenam,398.0,4.0,Thai,$$,16047305579.0,226.08436310221933,1938 W 4th Avenue,Yelp
Burrard & 4th,49.267859,-123.145782,AnnaLena,359.0,4.5,"Canadian (New), Diners, Bars",$$$$,17783794052.0,337.645460658259,1809 W 1st Avenue,Yelp
Burrard & 4th,49.267859,-123.145782,Romer's Burger Bar,352.0,3.6,"Burgers, Beer Bar, Salad",$$,16047329545.0,116.2819870866698,1873 West 4th Avenue,Yelp
Burrard & 4th,49.267859,-123.145782,Mi Casa Mexicana,31.0,4.0,Mexican,,16044233121.0,9.8320727591019,2015 Burrard Street,Yelp
Burrard & 4th,49.267859,-123.145782,Delhi 6 Indian Bistro,137.0,4.4,Indian,$$,16047423311.0,297.7330300751274,1766 W 7th Avenue,Yelp
Burrard & 4th,49.267859,-123.145782,La Cigale French Bistro,151.0,3.8,French,$$,16047320004.0,268.04914511301297,1961 W 4th Avenue,Yelp
Burrard & 4th,49.267859,-123.145782,Patisserie Lebeau,127.0,4.3,"Bakeries, Waffles, Patisserie/Cake Shop",$$,16047313528.0,234.31026963449477,1728 W 2nd Avenue,Yelp
Burrard & 4th,49.267859,-123.145782,Suika,549.0,4.2,"Japanese, Tapas/Small Plates, Sushi Bars",$$,16047301678.0,576.9255250055528,1626 W Broadway,Yelp
Burrard & 4th,49.267859,-123.145782,RedBeef Noodle Kitchen,113.0,4.1,"Taiwanese, Noodles",$$,16045581237.0,247.2174543401516,1947 W 4th Avenue,Yelp
Burrard & 4th,49.267859,-123.145782,Las Margaritas Restaurant,402.0,3.1,Mexican,$$,16047347117.0,316.016702599086,1999 4th Avenue W,Yelp
Burrard & 4th,49.267859,-123.145782,Raisu,501.0,4.2,"Japanese, Sushi Bars",$$,16046201564.0,914.289629869067,2340 W 4th Avenue,Yelp
Burrard & 4th,49.267859,-123.145782,Oddfish,84.0,4.0,Seafood,$$$,16045646330.0,361.5465144891071,1889 W 1st Avenue,Yelp
Burrard & 4th,49.267859,-123.145782,Au Comptoir,219.0,4.0,French,$$$,16045692278.0,794.2228089954383,2278 W 4th Avenue,Yelp
Burrard & 4th,49.267859,-123.145782,Afghan Horsemen Restaurant,255.0,3.9,"Middle Eastern, Afghan, Kebab",$$,16048735923.0,542.2976000983733,1833 Anderson Street,Yelp
Burrard & 4th,49.267859,-123.145782,The Hoke Poke,57.0,4.3,"Seafood, Hawaiian, Poke",$$,16045648885.0,54.62896288689052,1834 W 4th Avenue,Yelp
Burrard & 4th,49.267859,-123.145782,Their There,124.0,4.1,"Breakfast & Brunch, Cafes",$$,16047368828.0,390.3133878419967,2042 West 4th Avenue,Yelp
Burrard & 7th,49.265336,-123.145823,Fable Kitchen,779.0,4.3,Canadian (New),$$,16047321322.0,370.36901181634096,1944 W 4th Avenue,Yelp
Burrard & 7th,49.265336,-123.145823,Novo Italian,164.0,3.9,"Wine Bars, Pizza, Italian",$$,16047362220.0,145.4676790918442,2118 Burrard Street,Yelp
Burrard & 7th,49.265336,-123.145823,Delhi 6 Indian Bistro,137.0,4.4,Indian,$$,16047423311.0,63.08963477932183,1766 W 7th Avenue,Yelp
Burrard & 7th,49.265336,-123.145823,Suika,549.0,4.2,"Japanese, Tapas/Small Plates, Sushi Bars",$$,16047301678.0,368.49111709368486,1626 W Broadway,Yelp
Burrard & 7th,49.265336,-123.145823,Ramen Danbo,463.0,4.2,"Ramen, Noodles",$$,,328.583616244926,1833 W 4th Avenue,Yelp
Burrard & 7th,49.265336,-123.145823,Chi Vegan,214.0,3.9,Vietnamese,$$,16043363010.0,396.6822697450268,1935 W 4th Avenue,Yelp
Burrard & 7th,49.265336,-123.145823,Maenam,398.0,4.0,Thai,$$,16047305579.0,359.4049578789196,1938 W 4th Avenue,Yelp
Burrard & 7th,49.265336,-123.145823,Unchai Thai Restaurant,92.0,4.4,Thai,,16045596484.0,25.749519486753893,2351 Burrard Street,Yelp
Burrard & 7th,49.265336,-123.145823,AnnaLena,359.0,4.5,"Canadian (New), Diners, Bars",$$$$,17783794052.0,614.3366874975848,1809 W 1st Avenue,Yelp
Burrard & 7th,49.265336,-123.145823,Carlos O'Bryans Neighbourhood Pub,65.0,3.6,"Irish, Pubs",$$,16047320010.0,33.2905158378782,1774 W 7th Avenue,Yelp
Burrard & 7th,49.265336,-123.145823,Osaka Teppanyaki Steak & Seafood House,105.0,3.8,"Japanese, Seafood, Steakhouses",$$$,16047338258.0,216.40163599085224,1788 W Broadway,Yelp
Burrard & 7th,49.265336,-123.145823,Salade de Fruits Cafe,181.0,4.2,French,$$,16047145987.0,419.61921452632737,1551 West 7th Avenue,Yelp
Burrard & 7th,49.265336,-123.145823,Le Coq Frit,44.0,4.5,Chicken Shop,,16045688776.0,242.0648913560793,1888 W Broadway,Yelp
Burrard & 7th,49.265336,-123.145823,Romer's Burger Bar,352.0,3.6,"Burgers, Beer Bar, Salad",$$,16047329545.0,342.7908117329337,1873 West 4th Avenue,Yelp
Burrard & 7th,49.265336,-123.145823,Au Comptoir,219.0,4.0,French,$$$,16045692278.0,846.0205338465247,2278 W 4th Avenue,Yelp
Burrard & 7th,49.265336,-123.145823,Raisu,501.0,4.2,"Japanese, Sushi Bars",$$,16046201564.0,958.1129058326346,2340 W 4th Avenue,Yelp
Burrard & 7th,49.265336,-123.145823,Akbar's Own Dining Lounge,100.0,3.6,Indian,$$,16047368180.0,238.7366105426744,1905 W Broadway,Yelp
Burrard & 7th,49.265336,-123.145823,Afghan Horsemen Restaurant,255.0,3.9,"Middle Eastern, Afghan, Kebab",$$,16048735923.0,690.8582836741842,1833 Anderson Street,Yelp
Burrard & 7th,49.265336,-123.145823,Ancora Waterfront Dining and Patio,231.0,4.1,"Seafood, Japanese, Peruvian",$$$$,16046811164.0,1349.2726196811493,1600 Howe Street,Yelp
Burrard & 7th,49.265336,-123.145823,The Hoke Poke,57.0,4.3,"Seafood, Hawaiian, Poke",$$,16045648885.0,288.750607083375,1834 W 4th Avenue,Yelp
Charleson Park,49.267628,-123.127698,Blue Water Cafe,1108.0,4.4,Seafood,$$$$,16046888078.0,1067.597673977049,1095 Hamilton St,Yelp
Charleson Park,49.267628,-123.127698,The Flying Pig,1339.0,4.0,"Canadian (New), Seafood",$$,16045681344.0,920.7030241391546,1168 Hamilton Street,Yelp
Charleson Park,49.267628,-123.127698,Rodney's Oyster House,851.0,4.0,Seafood,$$,16046090080.0,813.6676129956223,1228 Hamilton Street,Yelp
Charleson Park,49.267628,-123.127698,Dockside Restaurant,295.0,3.2,Seafood,$$$,16046857070.0,309.9905512045921,1253 Johnston Street,Yelp
Charleson Park,49.267628,-123.127698,Salmon n' Bannock,221.0,4.5,Canadian (New),$$,16045688971.0,509.71920542490994,1128 W Broadway,Yelp
Charleson Park,49.267628,-123.127698,Robba da Matti,516.0,4.2,"Italian, Tapas Bars",$$,16045581174.0,989.3422496975832,1127 Mainland Street,Yelp
Charleson Park,49.267628,-123.127698,OEB Breakfast Co. - Yaletown,863.0,4.3,Breakfast & Brunch,$$,16044233447.0,891.2814705073695,1137 Marinaside Crescent,Yelp
Charleson Park,49.267628,-123.127698,Ancora Waterfront Dining and Patio,231.0,4.1,"Seafood, Japanese, Peruvian",$$$$,16046811164.0,777.5175507370615,1600 Howe Street,Yelp
Charleson Park,49.267628,-123.127698,Yu Shang Hot Pot,81.0,4.3,Hot Pot,,16045646686.0,520.1768018366688,202-950 W Broadway,Yelp
Charleson Park,49.267628,-123.127698,Cioppino's Mediterranean Grill,206.0,4.2,"Mediterranean, Italian",$$$$,16046887466.0,976.7104347548208,1133 Hamilton Street,Yelp
Charleson Park,49.267628,-123.127698,Minami,784.0,4.2,"Japanese, Sushi Bars",$$$,16046858080.0,985.0848341169328,1118 Mainland Street,Yelp
Charleson Park,49.267628,-123.127698,Saku,254.0,4.3,Japanese,$$,16044234600.0,945.0662428541708,548 W Broadway,Yelp
Charleson Park,49.267628,-123.127698,Linh Cafe,330.0,3.9,"Vietnamese, French",$$,16045649668.0,800.46447640192,1428 Granville Street,Yelp
Charleson Park,49.267628,-123.127698,Tasty Indian Bistro,236.0,4.1,Indian,$$,16044233300.0,791.4775533986598,1261 Hamilton Street,Yelp
Charleson Park,49.267628,-123.127698,Afghan Horsemen Restaurant,255.0,3.9,"Middle Eastern, Afghan, Kebab",$$,16048735923.0,827.0091742671596,1833 Anderson Street,Yelp
Charleson Park,49.267628,-123.127698,Moltaqa Moroccan Restaurant,155.0,4.2,"Mediterranean, Moroccan",$$,16048411182.0,1161.9450099519595,1002 Mainland,Yelp
Charleson Park,49.267628,-123.127698,Elisa,220.0,4.2,Steakhouses,$$$$,16043625443.0,1033.872154915409,1109 Hamilton Street,Yelp
Charleson Park,49.267628,-123.127698,Manoush'eh,250.0,4.8,"Lebanese, Mediterranean, Halal",$,16044404402.0,1015.8898936005368,620 Davie Street,Yelp
Charleson Park,49.267628,-123.127698,Brix & Mortar,328.0,4.0,"Wine Bars, Canadian (New), Venues & Event Spaces",$$$,16049159463.0,983.877008251452,1137 Hamilton Street,Yelp
Charleson Park,49.267628,-123.127698,John 3:16 Malaysian Delights,60.0,4.2,Malaysian,$$,16044235909.0,448.506813260068,1063 W Broadway,Yelp
Chestnut & McNicoll,49.275938,-123.145939,Fable Kitchen,779.0,4.3,Canadian (New),$$,16047321322.0,917.7239472243832,1944 W 4th Avenue,Yelp
Chestnut & McNicoll,49.275938,-123.145939,AnnaLena,359.0,4.5,"Canadian (New), Diners, Bars",$$$$,17783794052.0,571.6156920786345,1809 W 1st Avenue,Yelp
Chestnut & McNicoll,49.275938,-123.145939,Raisu,501.0,4.2,"Japanese, Sushi Bars",$$,16046201564.0,1262.5912203221055,2340 W 4th Avenue,Yelp
Chestnut & McNicoll,49.275938,-123.145939,Octopus Garden,156.0,4.0,"Japanese, Sushi Bars",$$$,16047348971.0,460.72111650526926,1995 Cornwall Avenue,Yelp
Chestnut & McNicoll,49.275938,-123.145939,Chi Vegan,214.0,3.9,Vietnamese,$$,16043363010.0,875.9453982704849,1935 W 4th Avenue,Yelp
Chestnut & McNicoll,49.275938,-123.145939,Ancora Waterfront Dining and Patio,231.0,4.1,"Seafood, Japanese, Peruvian",$$$$,16046811164.0,996.652519595254,1600 Howe Street,Yelp
Chestnut & McNicoll,49.275938,-123.145939,Au Comptoir,219.0,4.0,French,$$$,16045692278.0,1176.742291495427,2278 W 4th Avenue,Yelp
Chestnut & McNicoll,49.275938,-123.145939,Score on Davie,356.0,4.3,"Sports Bars, Breakfast & Brunch, American",$$,16046321646.0,1085.701073239184,1262 Davie Street,Yelp
Chestnut & McNicoll,49.275938,-123.145939,Tom Sushi,264.0,4.7,"Sushi Bars, Japanese",$$,16043360855.0,1153.7497622622002,1175 Davie St,Yelp
Chestnut & McNicoll,49.275938,-123.145939,Afghan Horsemen Restaurant,255.0,3.9,"Middle Eastern, Afghan, Kebab",$$,16048735923.0,887.721804781573,1833 Anderson Street,Yelp
Chestnut & McNicoll,49.275938,-123.145939,Ramen Danbo,463.0,4.2,"Ramen, Noodles",$$,,853.9482189391615,1833 W 4th Avenue,Yelp
Chestnut & McNicoll,49.275938,-123.145939,Oddfish,84.0,4.0,Seafood,$$$,16045646330.0,573.209644808181,1889 W 1st Avenue,Yelp
Chestnut & McNicoll,49.275938,-123.145939,Maenam,398.0,4.0,Thai,$$,16047305579.0,922.4466227666584,1938 W 4th Avenue,Yelp
Chestnut & McNicoll,49.275938,-123.145939,Jam Cafe,255.0,4.4,Breakfast & Brunch,$$,16044233350.0,1021.1307180492528,2153 W 4th Avenue,Yelp
Chestnut & McNicoll,49.275938,-123.145939,Moltan Roll Bar + Sake,52.0,3.9,"Japanese, Sushi Bars, Italian",,16044235677.0,416.613765367408,1941 Cornwall Avenue,Yelp
Chestnut & McNicoll,49.275938,-123.145939,Beach Ave Bar And Grill,32.0,4.6,"Seafood, Burgers, Cocktail Bars",$$,16046762337.0,747.7006362837841,1 -1012 Beach Avenue,Yelp
Chestnut & McNicoll,49.275938,-123.145939,Museum of Vancouver,51.0,3.8,Museums,,16047364431.0,113.32489769460044,1100 Chestnut Street,Yelp
Chestnut & McNicoll,49.275938,-123.145939,Davie Dosa Company,223.0,4.2,Indian,$$,16046695899.0,1123.7694819332926,1235 Davie St,Yelp
Chestnut & McNicoll,49.275938,-123.145939,Siegel's Bagels,176.0,3.6,"Bagels, Bakeries, Sandwiches",$,16047378151.0,365.4069798203425,1883 Cornwall Avenue,Yelp
Chestnut & McNicoll,49.275938,-123.145939,La Belle Patate,558.0,4.1,"Fast Food, Poutineries",$$,16045691215.0,1133.2701142889878,1215 Davie Street,Yelp
Creekside Park North,49.2756,-123.102661,Bodega On Main,223.0,3.9,"Spanish, Tapas/Small Plates, Tapas Bars",$$,16045658815.0,216.33044285730963,1014 Main Street,Yelp
Creekside Park North,49.2756,-123.102661,Torafuku,227.0,3.8,"Asian Fusion, Japanese, Vietnamese",$$,17789032006.0,223.66936675031764,958 Main Street,Yelp
Creekside Park North,49.2756,-123.102661,Phnom Penh,1711.0,4.2,"Cambodian, Vietnamese",$$,16046825777.0,451.2074001746362,244 E Georgia Street,Yelp
Creekside Park North,49.2756,-123.102661,Pizzeria Farina,232.0,4.2,"Pizza, Bars",$$,16046819334.0,216.95573715839583,915 Main Street,Yelp
Creekside Park North,49.2756,-123.102661,Chambar,1556.0,4.2,Belgian,$$,16048797119.0,730.2204399293597,568 Beatty Street,Yelp
Creekside Park North,49.2756,-123.102661,Fanny Bay Oyster Bar & Shellfish Market,856.0,4.4,"Seafood, Seafood Markets",$$$,17783799510.0,895.0911599706211,762 Cambie St,Yelp
Creekside Park North,49.2756,-123.102661,Bao Bei Chinese Brasserie,428.0,3.9,Chinese,$$$,16046880876.0,470.8295004312673,163 Keefer Street,Yelp
Creekside Park North,49.2756,-123.102661,Jam Cafe on Beatty,1446.0,4.4,Breakfast & Brunch,$$,17783791992.0,724.3701457220792,556 Beatty Street,Yelp
Creekside Park North,49.2756,-123.102661,Kissa Tanto,299.0,4.1,"Japanese, Italian",$$$$,17783798078.0,648.6003773854798,263 E Pender Street,Yelp
Creekside Park North,49.2756,-123.102661,St Lawrence Restaurant,155.0,4.4,French,$$$,16046203800.0,916.4173096270868,269 Powell Street,Yelp
Creekside Park North,49.2756,-123.102661,The Mackenzie Room,198.0,4.5,Canadian (New),$$$$,16042530705.0,1023.8179717753916,415 Powell Street,Yelp
Creekside Park North,49.2756,-123.102661,Chinatown BBQ,317.0,4.4,"Barbeque, Cantonese",$$,16044282626.0,528.6997613275985,130 E Pender Street,Yelp
Creekside Park North,49.2756,-123.102661,Fiorino,53.0,4.1,Italian,$$,16045680905.0,407.8361512275589,212 E Georgia St,Yelp
Creekside Park North,49.2756,-123.102661,PiDGiN,329.0,4.0,"Japanese, Korean, French",$$$,16046209400.0,710.022571226743,350 Carrall Street,Yelp
Creekside Park North,49.2756,-123.102661,Nuba in Gastown,763.0,4.1,"Mediterranean, Lebanese",$$$,16046881655.0,943.9568309461814,207 W Hastings Street,Yelp
Creekside Park North,49.2756,-123.102661,Fat Mao,247.0,4.0,"Asian Fusion, Noodles, Thai",$$,16045698192.0,443.4290704208722,217 E Georgia Street,Yelp
Creekside Park North,49.2756,-123.102661,The Irish Heather Shebeen,250.0,4.1,"Irish, Gastropubs",$$,16046889779.0,457.2623498444633,248 E Georgia Street,Yelp
Creekside Park North,49.2756,-123.102661,Alibi Room,572.0,4.3,"Pubs, Canadian (New), Gastropubs",$$,16046233383.0,973.1212019211048,157 Alexander Street,Yelp
Creekside Park North,49.2756,-123.102661,L'Abattoir,591.0,4.2,"French, Canadian (New), Breakfast & Brunch",$$$,16045681701.0,853.558045391076,217 Carrall Street,Yelp
Creekside Park North,49.2756,-123.102661,Di Beppe,154.0,4.1,Italian,$$,16045591122.0,765.2957497632799,8 W Cordova Street,Yelp
Alexander & Main,49.284157,-123.099917,St Lawrence Restaurant,155.0,4.4,French,$$$,16046203800.0,171.61305207043912,269 Powell Street,Yelp
Alexander & Main,49.284157,-123.099917,Cuchillo,298.0,4.2,"Latin American, Bars",$$,16045597585.0,164.5194600186177,261 Powell Street,Yelp
Alexander & Main,49.284157,-123.099917,Alibi Room,572.0,4.3,"Pubs, Canadian (New), Gastropubs",$$,16046233383.0,20.53070998945533,157 Alexander Street,Yelp
Alexander & Main,49.284157,-123.099917,Ask For Luigi,526.0,4.1,Italian,$$,16044282544.0,165.56186784236505,305 Alexander Street,Yelp
Alexander & Main,49.284157,-123.099917,Miku,2315.0,4.4,"Japanese, Sushi Bars",$$$,16045683900.0,1000.5495813529658,200 Granville Street,Yelp
Alexander & Main,49.284157,-123.099917,L'Abattoir,591.0,4.2,"French, Canadian (New), Breakfast & Brunch",$$$,16045681701.0,346.0459006774543,217 Carrall Street,Yelp
Alexander & Main,49.284157,-123.099917,LOCAL Public Eatery Gastown,154.0,4.2,Gastropubs,$$,17787374277.0,297.94214484328216,3 Alexander Street,Yelp
Alexander & Main,49.284157,-123.099917,The Mackenzie Room,198.0,4.5,Canadian (New),$$$$,16042530705.0,374.4285171572598,415 Powell Street,Yelp
Alexander & Main,49.284157,-123.099917,Phnom Penh,1711.0,4.2,"Cambodian, Vietnamese",$$,16046825777.0,648.699030592692,244 E Georgia Street,Yelp
Alexander & Main,49.284157,-123.099917,The Belgard Kitchen,213.0,4.1,"Tapas/Small Plates, Canadian (New)",$$,16046991989.0,328.611662026184,55 Dunlevy Avenue,Yelp
Alexander & Main,49.284157,-123.099917,Twisted Fork,1121.0,4.1,"French, Breakfast & Brunch",$$,16045680749.0,345.4490176577199,213 Carral Street,Yelp
Alexander & Main,49.284157,-123.099917,Kissa Tanto,299.0,4.1,"Japanese, Italian",$$$$,17783798078.0,414.2497368877513,263 E Pender Street,Yelp
Alexander & Main,49.284157,-123.099917,MeeT,517.0,4.1,"Comfort Food, Burgers, Breakfast & Brunch",$$,16046961111.0,366.6382127619543,12 Water Street,Yelp
Alexander & Main,49.284157,-123.099917,Chinatown BBQ,317.0,4.4,"Barbeque, Cantonese",$$,16044282626.0,444.6280000666157,130 E Pender Street,Yelp
Alexander & Main,49.284157,-123.099917,Di Beppe,154.0,4.1,Italian,$$,16045591122.0,386.9116664233424,8 W Cordova Street,Yelp
Alexander & Main,49.284157,-123.099917,PiDGiN,329.0,4.0,"Japanese, Korean, French",$$$,16046209400.0,398.2332588503238,350 Carrall Street,Yelp
Alexander & Main,49.284157,-123.099917,Six Acres,292.0,4.0,"Pubs, Canadian (New)",$$,16044880110.0,340.6418915990524,203 Carrall Street,Yelp
Alexander & Main,49.284157,-123.099917,Chambar,1556.0,4.2,Belgian,$$,16048797119.0,852.0240266341432,568 Beatty Street,Yelp
Alexander & Main,49.284157,-123.099917,Zoomak Korean Tavern,44.0,4.2,Korean,,16046201240.0,233.62339712360088,52 Alexander Street,Yelp
