station_name,latitude,longitude,business_name,review_count,rating,categories,price,phone,distance,address,source
Adanac & McLean,49.277665,-123.073653,The Gourmet Warehouse,,,Gourmet Store,,,415.0,1340 Hastings St E,FourSquare
Commercial & Adanac,49.277436,-123.070427,East Vancouver Brewing Co,,,Brewery,,,88.0,1675 Venables St,FourSquare
Commercial & Adanac,49.277436,-123.070427,Uprising Breads Bakery,,,Bakery,,,76.0,1697 Venables St,FourSquare
Commercial & Adanac,49.277436,-123.070427,The Downlow Chicken Shack,,,Fried Chicken Joint,,,126.0,905 Commercial Dr,FourSquare
Commercial & Adanac,49.277436,-123.070427,Pepino's,,,Italian Restaurant,,,153.0,631 Commercial Dr,FourSquare
Commercial & Adanac,49.277436,-123.070427,Kin Kao Thai Kitchen,,,Thai Restaurant,,,136.0,903 Commercial Dr,FourSquare
Commercial & Adanac,49.277436,-123.070427,Bomber Brewing,,,Brewery,,,289.0,1488 Adanac St,FourSquare
Commercial & Adanac,49.277436,-123.070427,The Lunch Lady,,,Vietnamese Restaurant,,,286.0,1046 Commercial Dr,FourSquare
Commercial & Adanac,49.277436,-123.070427,Biercraft,,,Arts and Entertainment,,,374.0,1191 Commercial Dr,FourSquare
Commercial & Adanac,49.277436,-123.070427,TimberTrain,,,Coffee Shop,,,387.0,551 McLean Dr,FourSquare
Commercial & Adanac,49.277436,-123.070427,Earnest Ice Cream,,,Ice Cream Parlor,,,400.0,1485 Frances St,FourSquare
Pender & Commercial,49.280332,-123.070068,Pepino's,,,Italian Restaurant,,,174.0,631 Commercial Dr,FourSquare
Pender & Commercial,49.280332,-123.070068,Storm Brewing Ltd,,,Brewery,,,187.0,310 Commercial Dr,FourSquare
Pender & Commercial,49.280332,-123.070068,TimberTrain,,,Coffee Shop,,,317.0,551 McLean Dr,FourSquare
Pender & Commercial,49.280332,-123.070068,Earnest Ice Cream,,,Ice Cream Parlor,,,348.0,1485 Frances St,FourSquare
Pender & Commercial,49.280332,-123.070068,A. Bosa and Company Ltd. Import Euro,,,Deli,,,351.0,562 Victoria Dr,FourSquare
Pender & Commercial,49.280332,-123.070068,East Vancouver Brewing Co,,,Brewery,,,395.0,1675 Venables St,FourSquare
Pender & Commercial,49.280332,-123.070068,Odd Society Spirits,,,Bar,,,432.0,1725 Powell St,FourSquare
Pender & Commercial,49.280332,-123.070068,Uprising Breads Bakery,,,Bakery,,,398.0,1697 Venables St,FourSquare
Pender & Commercial,49.280332,-123.070068,The Downlow Chicken Shack,,,Fried Chicken Joint,,,439.0,905 Commercial Dr,FourSquare
Pender & Commercial,49.280332,-123.070068,The Gourmet Warehouse,,,Gourmet Store,,,449.0,1340 Hastings St E,FourSquare
Keefer & Princess,49.279369,-123.091241,Finch's Market,,,Coffee Shop,,,175.0,501 Georgia St E,FourSquare
Keefer & Princess,49.279369,-123.091241,Dosanko,,,Japanese Restaurant,,,381.0,566 Powell St,FourSquare
Keefer & Princess,49.279369,-123.091241,Oyster Express,,,Seafood Restaurant,,,444.0,296 Keefer St,FourSquare
Keefer & Princess,49.279369,-123.091241,The Mackenzie Room,,,Restaurant,,,513.0,415 Powell St,FourSquare
Keefer & Princess,49.279369,-123.091241,Phnom Penh,,,Cambodian Restaurant,,,514.0,244 E. Georgia St,FourSquare
Keefer & Princess,49.279369,-123.091241,Kissa Tanto,,,Italian Restaurant,,,516.0,263 Pender St E,FourSquare
Keefer & Princess,49.279369,-123.091241,Strathcona Beer Co,,,Bar,,,501.0,895 Hastings St E,FourSquare
Keefer & Princess,49.279369,-123.091241,Harvest Community Foods,,,Gourmet Store,,,525.0,243 Union St,FourSquare
Keefer & Princess,49.279369,-123.091241,Treasure Green Tea Co,,,Coffee Shop,,,534.0,227E Georgia St E,FourSquare
Keefer & Princess,49.279369,-123.091241,Mello,,,Donut Shop,,,559.0,223 Pender St E,FourSquare
Alexander & Railway,49.283992,-123.091206,Dosanko,,,Japanese Restaurant,,,150.0,566 Powell St,FourSquare
Alexander & Railway,49.283992,-123.091206,The Mackenzie Room,,,Restaurant,,,288.0,415 Powell St,FourSquare
Alexander & Railway,49.283992,-123.091206,Railtown Cafe,,,Café,,,328.0,397 Railway St,FourSquare
Alexander & Railway,49.283992,-123.091206,Ask for Luigi,,,Italian Restaurant,,,472.0,305 Alexander St,FourSquare
Alexander & Railway,49.283992,-123.091206,Strathcona Beer Co,,,Bar,,,530.0,895 Hastings St E,FourSquare
Alexander & Railway,49.283992,-123.091206,Firehall Arts Centre,,,Music Venue,,,537.0,280 East-Cordova St,FourSquare
Alexander & Railway,49.283992,-123.091206,Kissa Tanto,,,Italian Restaurant,,,630.0,263 Pender St E,FourSquare
Alexander & Railway,49.283992,-123.091206,Alibi Room,,,Beer Bar,,,655.0,157 Alexander St,FourSquare
Alexander & Railway,49.283992,-123.091206,Mello,,,Donut Shop,,,672.0,223 Pender St E,FourSquare
Alexander & Railway,49.283992,-123.091206,Finch's Market,,,Coffee Shop,,,620.0,501 Georgia St E,FourSquare
Napier & Commercial,49.274881,-123.069323,The Lunch Lady,,,Vietnamese Restaurant,,,11.0,1046 Commercial Dr,FourSquare
Napier & Commercial,49.274881,-123.069323,Biercraft,,,Arts and Entertainment,,,98.0,1191 Commercial Dr,FourSquare
Napier & Commercial,49.274881,-123.069323,Havana,,,Cuban Restaurant,,,127.0,1212 Commercial Dr,FourSquare
Napier & Commercial,49.274881,-123.069323,The Downlow Chicken Shack,,,Fried Chicken Joint,,,169.0,905 Commercial Dr,FourSquare
Napier & Commercial,49.274881,-123.069323,Grandview Park,,,Park,,,168.0,1657 Charles St,FourSquare
Napier & Commercial,49.274881,-123.069323,Kin Kao Thai Kitchen,,,Thai Restaurant,,,160.0,903 Commercial Dr,FourSquare
Napier & Commercial,49.274881,-123.069323,Turk's on the Drive,,,Coffee Shop,,,182.0,1276 Commercial Dr,FourSquare
Napier & Commercial,49.274881,-123.069323,Uprising Breads Bakery,,,Bakery,,,233.0,1697 Venables St,FourSquare
Napier & Commercial,49.274881,-123.069323,East Vancouver Brewing Co,,,Brewery,,,262.0,1675 Venables St,FourSquare
Napier & Commercial,49.274881,-123.069323,Via Tevere Pizzeria,,,Pizzeria,,,298.0,1190 Victoria Dr,FourSquare
Britannia Parking Lot,49.275882,-123.071865,East Vancouver Brewing Co,,,Brewery,,,116.0,1675 Venables St,FourSquare
Britannia Parking Lot,49.275882,-123.071865,Uprising Breads Bakery,,,Bakery,,,129.0,1697 Venables St,FourSquare
Britannia Parking Lot,49.275882,-123.071865,The Downlow Chicken Shack,,,Fried Chicken Joint,,,160.0,905 Commercial Dr,FourSquare
Britannia Parking Lot,49.275882,-123.071865,Kin Kao Thai Kitchen,,,Thai Restaurant,,,164.0,903 Commercial Dr,FourSquare
Britannia Parking Lot,49.275882,-123.071865,The Lunch Lady,,,Vietnamese Restaurant,,,214.0,1046 Commercial Dr,FourSquare
Britannia Parking Lot,49.275882,-123.071865,Biercraft,,,Arts and Entertainment,,,245.0,1191 Commercial Dr,FourSquare
Britannia Parking Lot,49.275882,-123.071865,Bomber Brewing,,,Brewery,,,256.0,1488 Adanac St,FourSquare
Britannia Parking Lot,49.275882,-123.071865,Grandview Park,,,Park,,,279.0,1657 Charles St,FourSquare
Britannia Parking Lot,49.275882,-123.071865,Havana,,,Cuban Restaurant,,,298.0,1212 Commercial Dr,FourSquare
Britannia Parking Lot,49.275882,-123.071865,Pepino's,,,Italian Restaurant,,,337.0,631 Commercial Dr,FourSquare
Thornton & National,49.273777,-123.092723,Beta5 Chocolates,,,Chocolate Store,,,487.0,413 Industrial Ave,FourSquare
Thornton & National,49.273777,-123.092723,The Boxcar,,,Arts and Entertainment,,,619.0,917 Main St,FourSquare
Thornton & National,49.273777,-123.092723,Finch's Market,,,Coffee Shop,,,535.0,501 Georgia St E,FourSquare
Thornton & National,49.273777,-123.092723,Pizzeria Farina,,,Pizzeria,,,620.0,915 Main St,FourSquare
Thornton & National,49.273777,-123.092723,Harvest Community Foods,,,Gourmet Store,,,587.0,243 Union St,FourSquare
Thornton & National,49.273777,-123.092723,The Union,,,Organization,,,630.0,219 Union St,FourSquare
Thornton & National,49.273777,-123.092723,Phnom Penh,,,Cambodian Restaurant,,,660.0,244 E. Georgia St,FourSquare
Thornton & National,49.273777,-123.092723,Starbucks,,,Coffee Shop,,,480.0,753 Terminal Ave,FourSquare
Thornton & National,49.273777,-123.092723,Red Truck Beer,,,Brewery,,,664.0,295 1st Ave E,FourSquare
Thornton & National,49.273777,-123.092723,Creekside Park,,,Restaurant,,,742.0,1455 Quebec St,FourSquare
Keith & 6th,49.265005,-123.079481,Gorilla Surplus,,,Military,,,489.0,1458 Broadway E,FourSquare
Keith & 6th,49.265005,-123.079481,Rio Theatre,,,Movie Theater,,,739.0,1660 Broadway E,FourSquare
Keith & 6th,49.265005,-123.079481,Jamjar,,,Lebanese Restaurant,,,726.0,2280 Commercial Dr at E 7th Ave,FourSquare
Keith & 6th,49.265005,-123.079481,St. Augustine's,,,Sports Bar,,,734.0,2360 Commercial Dr,FourSquare
Keith & 6th,49.265005,-123.079481,Kishimoto Japanese Kitchen + Sushi Bar,,,Sushi Restaurant,,,743.0,2054 Commercial Dr,FourSquare
Keith & 6th,49.265005,-123.079481,Elephant Garden Creamery,,,Ice Cream Parlor,,,741.0,2080 Commercial Dr,FourSquare
Keith & 6th,49.265005,-123.079481,Siddharthas Indian Kitchen,,,Indian Restaurant,,,742.0,2066 Commercial Dr,FourSquare
Keith & 6th,49.265005,-123.079481,Fassil,,,Ethiopian Restaurant,,,713.0,736 Broadway W,FourSquare
Keith & 6th,49.265005,-123.079481,Grandview Lanes,,,Bowling Alley,,,707.0,2195 Commercial Dr,FourSquare
Keith & 6th,49.265005,-123.079481,Prado Cafe,,,Café,,,764.0,1938 Commercial Dr,FourSquare
Grant & Commercial,49.271377,-123.069416,Tandoori Palace,,,Indian Restaurant,,,42.0,1439 Commercial Dr,FourSquare
Grant & Commercial,49.271377,-123.069416,Ginger Sushi,,,Coffee Shop,,,42.0,1437 Commercial Dr,FourSquare
Grant & Commercial,49.271377,-123.069416,Sopra Sotto,,,Pizzeria,,,34.0,1510 Commercial Dr,FourSquare
Grant & Commercial,49.271377,-123.069416,Marcello Ristorante & Pizzeria,,,Pizzeria,,,71.0,1404 Commercial Dr,FourSquare
Grant & Commercial,49.271377,-123.069416,La Mezcaleria,,,Taco Restaurant,,,144.0,1622 Commercial Dr,FourSquare
Grant & Commercial,49.271377,-123.069416,Lombardo's Pizzeria & Restaurant,,,Pizzeria,,,169.0,1641 Commercial Dr,FourSquare
Grant & Commercial,49.271377,-123.069416,Grandview Park,,,Park,,,252.0,1657 Charles St,FourSquare
Grant & Commercial,49.271377,-123.069416,Turk's on the Drive,,,Coffee Shop,,,211.0,1276 Commercial Dr,FourSquare
Grant & Commercial,49.271377,-123.069416,Havana,,,Cuban Restaurant,,,261.0,1212 Commercial Dr,FourSquare
Grant & Commercial,49.271377,-123.069416,La Grotta Del Formaggio,,,Deli,,,287.0,1791 Commercial Dr,FourSquare
2nd & Commercial,49.268616,-123.069908,La Grotta Del Formaggio,,,Deli,,,21.0,1791 Commercial Dr,FourSquare
2nd & Commercial,49.268616,-123.069908,Fratelli Bakery,,,Bakery,,,27.0,1795 Commercial Dr,FourSquare
2nd & Commercial,49.268616,-123.069908,Take Thai Home,,,Thai Restaurant,,,60.0,1736 Commercial Dr,FourSquare
2nd & Commercial,49.268616,-123.069908,La Mezcaleria,,,Taco Restaurant,,,166.0,1622 Commercial Dr,FourSquare
2nd & Commercial,49.268616,-123.069908,Prado Cafe,,,Café,,,158.0,1938 Commercial Dr,FourSquare
2nd & Commercial,49.268616,-123.069908,Lombardo's Pizzeria & Restaurant,,,Pizzeria,,,143.0,1641 Commercial Dr,FourSquare
2nd & Commercial,49.268616,-123.069908,Kishimoto Japanese Kitchen + Sushi Bar,,,Sushi Restaurant,,,224.0,2054 Commercial Dr,FourSquare
2nd & Commercial,49.268616,-123.069908,Siddharthas Indian Kitchen,,,Indian Restaurant,,,230.0,2066 Commercial Dr,FourSquare
2nd & Commercial,49.268616,-123.069908,Sopra Sotto,,,Pizzeria,,,278.0,1510 Commercial Dr,FourSquare
2nd & Commercial,49.268616,-123.069908,Elephant Garden Creamery,,,Ice Cream Parlor,,,277.0,2080 Commercial Dr,FourSquare
4th & Commercial,49.266969,-123.069936,Kishimoto Japanese Kitchen + Sushi Bar,,,Sushi Restaurant,,,49.0,2054 Commercial Dr,FourSquare
4th & Commercial,49.266969,-123.069936,Prado Cafe,,,Café,,,42.0,1938 Commercial Dr,FourSquare
4th & Commercial,49.266969,-123.069936,Siddharthas Indian Kitchen,,,Indian Restaurant,,,55.0,2066 Commercial Dr,FourSquare
4th & Commercial,49.266969,-123.069936,Elephant Garden Creamery,,,Ice Cream Parlor,,,100.0,2080 Commercial Dr,FourSquare
4th & Commercial,49.266969,-123.069936,La Grotta Del Formaggio,,,Deli,,,203.0,1791 Commercial Dr,FourSquare
4th & Commercial,49.266969,-123.069936,Fratelli Bakery,,,Bakery,,,210.0,1795 Commercial Dr,FourSquare
4th & Commercial,49.266969,-123.069936,Harambee Ethiopian Restaurant,,,Ethiopian Restaurant,,,164.0,2149 Commercial Dr,FourSquare
4th & Commercial,49.266969,-123.069936,Grandview Lanes,,,Bowling Alley,,,179.0,2195 Commercial Dr,FourSquare
4th & Commercial,49.266969,-123.069936,Jj Bean House of Coffee,,,Coffee Shop,,,219.0,2206 Commercial Dr,FourSquare
4th & Commercial,49.266969,-123.069936,Jamjar,,,Lebanese Restaurant,,,282.0,2280 Commercial Dr at E 7th Ave,FourSquare
8th & Commercial,49.263242,-123.070521,St. Augustine's,,,Sports Bar,,,93.0,2360 Commercial Dr,FourSquare
8th & Commercial,49.263242,-123.070521,Rio Theatre,,,Movie Theater,,,133.0,1660 Broadway E,FourSquare
8th & Commercial,49.263242,-123.070521,Jamjar,,,Lebanese Restaurant,,,152.0,2280 Commercial Dr at E 7th Ave,FourSquare
8th & Commercial,49.263242,-123.070521,Jj Bean House of Coffee,,,Coffee Shop,,,206.0,2206 Commercial Dr,FourSquare
8th & Commercial,49.263242,-123.070521,Grandview Lanes,,,Bowling Alley,,,241.0,2195 Commercial Dr,FourSquare
8th & Commercial,49.263242,-123.070521,Harambee Ethiopian Restaurant,,,Ethiopian Restaurant,,,253.0,2149 Commercial Dr,FourSquare
8th & Commercial,49.263242,-123.070521,Gorilla Surplus,,,Military,,,301.0,1458 Broadway E,FourSquare
8th & Commercial,49.263242,-123.070521,Elephant Garden Creamery,,,Ice Cream Parlor,,,331.0,2080 Commercial Dr,FourSquare
8th & Commercial,49.263242,-123.070521,Kishimoto Japanese Kitchen + Sushi Bar,,,Sushi Restaurant,,,381.0,2054 Commercial Dr,FourSquare
8th & Commercial,49.263242,-123.070521,Siddharthas Indian Kitchen,,,Indian Restaurant,,,375.0,2066 Commercial Dr,FourSquare
10th & Commercial,49.261403,-123.070102,Rio Theatre,,,Movie Theater,,,73.0,1660 Broadway E,FourSquare
10th & Commercial,49.261403,-123.070102,The Burrow,,,Tex-Mex Restaurant,,,191.0,2781 Commercial Dr,FourSquare
10th & Commercial,49.261403,-123.070102,St. Augustine's,,,Sports Bar,,,267.0,2360 Commercial Dr,FourSquare
10th & Commercial,49.261403,-123.070102,Jamjar,,,Lebanese Restaurant,,,340.0,2280 Commercial Dr at E 7th Ave,FourSquare
10th & Commercial,49.261403,-123.070102,Seasons Bakery,,,Bakery,,,278.0,2879 Commercial Dr,FourSquare
10th & Commercial,49.261403,-123.070102,Gorilla Surplus,,,Military,,,318.0,1458 Broadway E,FourSquare
10th & Commercial,49.261403,-123.070102,Jj Bean House of Coffee,,,Coffee Shop,,,401.0,2206 Commercial Dr,FourSquare
10th & Commercial,49.261403,-123.070102,Grandview Lanes,,,Bowling Alley,,,439.0,2195 Commercial Dr,FourSquare
10th & Commercial,49.261403,-123.070102,Harambee Ethiopian Restaurant,,,Ethiopian Restaurant,,,454.0,2149 Commercial Dr,FourSquare
10th & Commercial,49.261403,-123.070102,Elephant Garden Creamery,,,Ice Cream Parlor,,,528.0,2080 Commercial Dr,FourSquare
Woodland & 10th,49.261263,-123.073707,Gorilla Surplus,,,Military,,,109.0,1458 Broadway E,FourSquare
Woodland & 10th,49.261263,-123.073707,Rio Theatre,,,Movie Theater,,,258.0,1660 Broadway E,FourSquare
Woodland & 10th,49.261263,-123.073707,The Burrow,,,Tex-Mex Restaurant,,,321.0,2781 Commercial Dr,FourSquare
Woodland & 10th,49.261263,-123.073707,St. Augustine's,,,Sports Bar,,,412.0,2360 Commercial Dr,FourSquare
Woodland & 10th,49.261263,-123.073707,Seasons Bakery,,,Bakery,,,367.0,2879 Commercial Dr,FourSquare
Woodland & 10th,49.261263,-123.073707,Jamjar,,,Lebanese Restaurant,,,466.0,2280 Commercial Dr at E 7th Ave,FourSquare
Woodland & 10th,49.261263,-123.073707,Jj Bean House of Coffee,,,Coffee Shop,,,511.0,2206 Commercial Dr,FourSquare
Woodland & 10th,49.261263,-123.073707,Grandview Lanes,,,Bowling Alley,,,538.0,2195 Commercial Dr,FourSquare
Woodland & 10th,49.261263,-123.073707,Harambee Ethiopian Restaurant,,,Ethiopian Restaurant,,,544.0,2149 Commercial Dr,FourSquare
Woodland & 10th,49.261263,-123.073707,Elephant Garden Creamery,,,Ice Cream Parlor,,,625.0,2080 Commercial Dr,FourSquare
Glen & Broadway,49.262242,-123.081459,Gorilla Surplus,,,Military,,,516.0,1458 Broadway E,FourSquare
Glen & Broadway,49.262242,-123.081459,Fassil,,,Ethiopian Restaurant,,,501.0,736 Broadway W,FourSquare
Glen & Broadway,49.262242,-123.081459,Les Faux Bourgeois,,,French Restaurant,,,817.0,663 15th Ave E,FourSquare
Glen & Broadway,49.262242,-123.081459,Rio Theatre,,,Movie Theater,,,805.0,1660 Broadway E,FourSquare
Glen & Broadway,49.262242,-123.081459,Matchstick Coffee,,,Café,,,840.0,639 15th Ave E,FourSquare
Glen & Broadway,49.262242,-123.081459,The Gluten Free Epicurean,,,Bakery,,,846.0,633 15th Ave E,FourSquare
Glen & Broadway,49.262242,-123.081459,Sal y Limon,,,Sushi Restaurant,,,819.0,701 Kingsway,FourSquare
Glen & Broadway,49.262242,-123.081459,Osteria Savio Volpe,,,Italian Restaurant,,,873.0,615 Kingsway,FourSquare
Glen & Broadway,49.262242,-123.081459,St. Augustine's,,,Sports Bar,,,882.0,2360 Commercial Dr,FourSquare
Glen & Broadway,49.262242,-123.081459,Kim's Mart,,,Import and Export Service,,,805.0,511E Broadway E,FourSquare
St George & Broadway,49.262321,-123.09306,Kim's Mart,,,Import and Export Service,,,51.0,511E Broadway E,FourSquare
St George & Broadway,49.262321,-123.09306,Dude Chilling Park,,,Public Art,,,255.0,400 E 8th Ave,FourSquare
St George & Broadway,49.262321,-123.09306,Sushiyama,,,Sushi Restaurant,,,308.0,371 Broadway E,FourSquare
St George & Broadway,49.262321,-123.09306,Fassil,,,Ethiopian Restaurant,,,339.0,736 Broadway W,FourSquare
St George & Broadway,49.262321,-123.09306,Hime Japanese Restaurant,,,Sushi Restaurant,,,418.0,315 Broadway E,FourSquare
St George & Broadway,49.262321,-123.09306,La Petite Cuillere,,,Tea Room,,,504.0,55 Kingsway,FourSquare
St George & Broadway,49.262321,-123.09306,Nemesis Coffee,,,Coffee Shop,,,531.0,555 Great Northern Way,FourSquare
St George & Broadway,49.262321,-123.09306,Main Street Brewing Co,,,Brewery,,,521.0,261 7th Ave E,FourSquare
St George & Broadway,49.262321,-123.09306,Osteria Savio Volpe,,,Italian Restaurant,,,564.0,615 Kingsway,FourSquare
St George & Broadway,49.262321,-123.09306,The Cascade Room,,,Lounge,,,561.0,2616 Main St,FourSquare
7th & Woodland,49.264251,-123.073853,Gorilla Surplus,,,Military,,,235.0,1458 Broadway E,FourSquare
7th & Woodland,49.264251,-123.073853,Jamjar,,,Lebanese Restaurant,,,316.0,2280 Commercial Dr at E 7th Ave,FourSquare
7th & Woodland,49.264251,-123.073853,St. Augustine's,,,Sports Bar,,,318.0,2360 Commercial Dr,FourSquare
7th & Woodland,49.264251,-123.073853,Rio Theatre,,,Movie Theater,,,352.0,1660 Broadway E,FourSquare
7th & Woodland,49.264251,-123.073853,Jj Bean House of Coffee,,,Coffee Shop,,,318.0,2206 Commercial Dr,FourSquare
7th & Woodland,49.264251,-123.073853,Grandview Lanes,,,Bowling Alley,,,322.0,2195 Commercial Dr,FourSquare
7th & Woodland,49.264251,-123.073853,Harambee Ethiopian Restaurant,,,Ethiopian Restaurant,,,317.0,2149 Commercial Dr,FourSquare
7th & Woodland,49.264251,-123.073853,Elephant Garden Creamery,,,Ice Cream Parlor,,,384.0,2080 Commercial Dr,FourSquare
7th & Woodland,49.264251,-123.073853,Kishimoto Japanese Kitchen + Sushi Bar,,,Sushi Restaurant,,,409.0,2054 Commercial Dr,FourSquare
7th & Woodland,49.264251,-123.073853,Siddharthas Indian Kitchen,,,Indian Restaurant,,,405.0,2066 Commercial Dr,FourSquare
Woodland & 4th,49.266751,-123.073501,Kishimoto Japanese Kitchen + Sushi Bar,,,Sushi Restaurant,,,288.0,2054 Commercial Dr,FourSquare
Woodland & 4th,49.266751,-123.073501,Siddharthas Indian Kitchen,,,Indian Restaurant,,,289.0,2066 Commercial Dr,FourSquare
Woodland & 4th,49.266751,-123.073501,Prado Cafe,,,Café,,,295.0,1938 Commercial Dr,FourSquare
Woodland & 4th,49.266751,-123.073501,Elephant Garden Creamery,,,Ice Cream Parlor,,,305.0,2080 Commercial Dr,FourSquare
Woodland & 4th,49.266751,-123.073501,La Grotta Del Formaggio,,,Deli,,,348.0,1791 Commercial Dr,FourSquare
Woodland & 4th,49.266751,-123.073501,Fratelli Bakery,,,Bakery,,,352.0,1795 Commercial Dr,FourSquare
Woodland & 4th,49.266751,-123.073501,Harambee Ethiopian Restaurant,,,Ethiopian Restaurant,,,295.0,2149 Commercial Dr,FourSquare
Woodland & 4th,49.266751,-123.073501,Grandview Lanes,,,Bowling Alley,,,314.0,2195 Commercial Dr,FourSquare
Woodland & 4th,49.266751,-123.073501,Jamjar,,,Lebanese Restaurant,,,387.0,2280 Commercial Dr at E 7th Ave,FourSquare
Woodland & 4th,49.266751,-123.073501,Jj Bean House of Coffee,,,Coffee Shop,,,342.0,2206 Commercial Dr,FourSquare
Woodland & Graveley,49.270684,-123.073562,Tandoori Palace,,,Indian Restaurant,,,294.0,1439 Commercial Dr,FourSquare
Woodland & Graveley,49.270684,-123.073562,Ginger Sushi,,,Coffee Shop,,,294.0,1437 Commercial Dr,FourSquare
Woodland & Graveley,49.270684,-123.073562,La Mezcaleria,,,Taco Restaurant,,,308.0,1622 Commercial Dr,FourSquare
Woodland & Graveley,49.270684,-123.073562,Lombardo's Pizzeria & Restaurant,,,Pizzeria,,,271.0,1641 Commercial Dr,FourSquare
Woodland & Graveley,49.270684,-123.073562,La Grotta Del Formaggio,,,Deli,,,339.0,1791 Commercial Dr,FourSquare
Woodland & Graveley,49.270684,-123.073562,Sopra Sotto,,,Pizzeria,,,315.0,1510 Commercial Dr,FourSquare
Woodland & Graveley,49.270684,-123.073562,Fratelli Bakery,,,Bakery,,,335.0,1795 Commercial Dr,FourSquare
Woodland & Graveley,49.270684,-123.073562,Strange Fellows Brewing,,,Bar,,,364.0,1345 Clark Dr,FourSquare
Woodland & Graveley,49.270684,-123.073562,Marcello Ristorante & Pizzeria,,,Pizzeria,,,335.0,1404 Commercial Dr,FourSquare
Woodland & Graveley,49.270684,-123.073562,Grandview Park,,,Park,,,390.0,1657 Charles St,FourSquare
Charles & Woodland,49.2731,-123.0732,Grandview Park,,,Park,,,206.0,1657 Charles St,FourSquare
Charles & Woodland,49.2731,-123.0732,Biercraft,,,Arts and Entertainment,,,262.0,1191 Commercial Dr,FourSquare
Charles & Woodland,49.2731,-123.0732,Havana,,,Cuban Restaurant,,,284.0,1212 Commercial Dr,FourSquare
Charles & Woodland,49.2731,-123.0732,Tandoori Palace,,,Indian Restaurant,,,294.0,1439 Commercial Dr,FourSquare
Charles & Woodland,49.2731,-123.0732,Turk's on the Drive,,,Coffee Shop,,,250.0,1276 Commercial Dr,FourSquare
Charles & Woodland,49.2731,-123.0732,Ginger Sushi,,,Coffee Shop,,,294.0,1437 Commercial Dr,FourSquare
Charles & Woodland,49.2731,-123.0732,Strange Fellows Brewing,,,Bar,,,341.0,1345 Clark Dr,FourSquare
Charles & Woodland,49.2731,-123.0732,Marcello Ristorante & Pizzeria,,,Pizzeria,,,299.0,1404 Commercial Dr,FourSquare
Charles & Woodland,49.2731,-123.0732,The Lunch Lady,,,Vietnamese Restaurant,,,353.0,1046 Commercial Dr,FourSquare
Charles & Woodland,49.2731,-123.0732,Sopra Sotto,,,Pizzeria,,,363.0,1510 Commercial Dr,FourSquare
18th & Main,49.254667,-123.101389,Anh and Chi,,,Bar,,,52.0,3388 Main St,FourSquare
18th & Main,49.254667,-123.101389,Welk's Mart,,,Department Store,,,126.0,3511 Main St,FourSquare
18th & Main,49.254667,-123.101389,Toshi Sushi,,,Sushi Restaurant,,,228.0,181E 16th Ave E,FourSquare
18th & Main,49.254667,-123.101389,Cultivate Tea,,,Lounge,,,237.0,3623 Main St,FourSquare
18th & Main,49.254667,-123.101389,Liberty Bakery,,,Bakery,,,303.0,3699 Main St,FourSquare
18th & Main,49.254667,-123.101389,The Soap Dispensary,,,Boutique,,,330.0,3718 Main St,FourSquare
18th & Main,49.254667,-123.101389,Brewery Creek Cold Beer & Wine Store,,,Liquor Store,,,363.0,3045 Main St,FourSquare
18th & Main,49.254667,-123.101389,Mt. Pleasant Park,,,Park,,,368.0,32 16th Ave W,FourSquare
18th & Main,49.254667,-123.101389,Front and Co,,,Vintage and Thrift Store,,,368.0,3772 Main St,FourSquare
18th & Main,49.254667,-123.101389,The Fish Counter,,,Fish and Chips Shop,,,433.0,3825 Main St,FourSquare
Prince Edward & 16th,49.256694,-123.096579,Anh and Chi,,,Bar,,,364.0,3388 Main St,FourSquare
Prince Edward & 16th,49.256694,-123.096579,Toshi Sushi,,,Sushi Restaurant,,,382.0,181E 16th Ave E,FourSquare
Prince Edward & 16th,49.256694,-123.096579,Brewery Creek Cold Beer & Wine Store,,,Liquor Store,,,380.0,3045 Main St,FourSquare
Prince Edward & 16th,49.256694,-123.096579,Osteria Savio Volpe,,,Italian Restaurant,,,414.0,615 Kingsway,FourSquare
Prince Edward & 16th,49.256694,-123.096579,49th Parallel Coffee Roast,,,Coffee Shop,,,413.0,2902 Main St,FourSquare
Prince Edward & 16th,49.256694,-123.096579,Los Cuervos Taqueria & Cantina,,,Mexican Restaurant,,,389.0,603 Kingsway,FourSquare
Prince Edward & 16th,49.256694,-123.096579,JJ Bean Coffee Roasters,,,Café,,,359.0,3010 Main St,FourSquare
Prince Edward & 16th,49.256694,-123.096579,Tisol,,,Pet Supplies Store,,,443.0,2949 Main St,FourSquare
Prince Edward & 16th,49.256694,-123.096579,The Gluten Free Epicurean,,,Bakery,,,454.0,633 15th Ave E,FourSquare
Prince Edward & 16th,49.256694,-123.096579,Matchstick Coffee,,,Café,,,465.0,639 15th Ave E,FourSquare
Prince Edward & 14th,49.258352,-123.096337,49th Parallel Coffee Roast,,,Coffee Shop,,,339.0,2902 Main St,FourSquare
Prince Edward & 14th,49.258352,-123.096337,Brewery Creek Cold Beer & Wine Store,,,Liquor Store,,,375.0,3045 Main St,FourSquare
Prince Edward & 14th,49.258352,-123.096337,Osteria Savio Volpe,,,Italian Restaurant,,,402.0,615 Kingsway,FourSquare
Prince Edward & 14th,49.258352,-123.096337,Tisol,,,Pet Supplies Store,,,398.0,2949 Main St,FourSquare
